"Показник","Територіальний розріз","Вид продукції","Елемент","Періодичність","2015","2016","2017","2018","2019","2020","2021"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Хмельницька","Цукор","Не застосовується","Річна","","","","","30","28.9","30.1"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Хмельницька","Овочі та баштанні продовольчі культури","Не застосовується","Річна","136.5","139.7","148.7","157.4","154.7","162.6","165"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Черкаська","Хлібні продукти","Не застосовується","Річна","","","","","117.6","113.2","106.6"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Черкаська","Яйця","Не застосовується","Річна","","","","","287","275","282"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Черкаська","Риба та рибні продукти","Не застосовується","Річна","10.3","12.3","13.1","13.8","13.9","14.2","15.5"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Черкаська","Плоди, ягоди та виноград","Не застосовується","Річна","48.9","47.8","50.9","60.9","62.7","60.9","64.9"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Черкаська","М'ясо та м'ясні продукти","Не застосовується","Річна","53","50.5","48.5","50.7","52.1","52.1","55.4"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Черкаська","Молоко та молочні продукти","Не застосовується","Річна","","","","","216.6","222.2","222.2"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Черкаська","Олія","Не застосовується","Річна","","","","","12.3","12.5","13"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Черкаська","Картопля","Не застосовується","Річна","","","","","157.1","164.4","165.5"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Черкаська","Цукор","Не застосовується","Річна","","","","","35","33.8","35.4"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Черкаська","Овочі та баштанні продовольчі культури","Не застосовується","Річна","177.3","175.3","161.3","174.1","173.5","168.3","171"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернівецька","Хлібні продукти","Не застосовується","Річна","","","","","109.2","109.2","114"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернівецька","Яйця","Не застосовується","Річна","","","","","277","281","276"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернівецька","Риба та рибні продукти","Не застосовується","Річна","6.7","7.5","7.8","9.3","10.5","10.3","11.3"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернівецька","Плоди, ягоди та виноград","Не застосовується","Річна","58.4","60.1","61.7","72.1","70.1","65.7","72.6"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернівецька","М'ясо та м'ясні продукти","Не застосовується","Річна","41.2","44.3","42.4","44","45.5","44.4","47"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернівецька","Молоко та молочні продукти","Не застосовується","Річна","","","","","226.6","220.1","227.1"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернівецька","Олія","Не застосовується","Річна","","","","","12.8","12.9","13.7"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернівецька","Картопля","Не застосовується","Річна","","","","","144.4","143.7","145.8"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернівецька","Цукор","Не застосовується","Річна","","","","","31.2","29.9","30.2"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернівецька","Овочі та баштанні продовольчі культури","Не застосовується","Річна","171","178.4","175.2","180.9","179.3","175.7","178.4"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернігівська","Хлібні продукти","Не застосовується","Річна","","","","","116.4","114.1","106.9"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернігівська","Яйця","Не застосовується","Річна","","","","","294","269","282"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернігівська","Риба та рибні продукти","Не застосовується","Річна","7.7","9.2","9.8","11.1","12.7","12.8","14"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернігівська","Плоди, ягоди та виноград","Не застосовується","Річна","43.2","38.9","43.7","45.8","52.9","55.7","57.6"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернігівська","М'ясо та м'ясні продукти","Не застосовується","Річна","45.8","46.3","48.1","51.3","52.5","53","53.8"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернігівська","Молоко та молочні продукти","Не застосовується","Річна","","","","","210.5","207.5","206.5"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернігівська","Олія","Не застосовується","Річна","","","","","12.9","13.4","14.5"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернігівська","Картопля","Не застосовується","Річна","","","","","164.9","164.1","160.3"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернігівська","Цукор","Не застосовується","Річна","","","","","39.5","38.2","38.2"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Чернігівська","Овочі та баштанні продовольчі культури","Не застосовується","Річна","169.8","171.5","162.5","169.3","176.3","177.5","177.8"
"Споживання населенням продуктів харчування у розрахунку на одну особу","Київ","Риба та рибні продукти","Не застосовується","Річна","","","","","","",""
"Споживання населенням продуктів харчування у розрахунку на одну особу","Київ","Плоди, ягоди та виноград","Не застосовується","Річна","","","","","","",""
"Споживання населенням продуктів харчування у розрахунку на одну особу","Київ","М'ясо та м'ясні продукти","Не застосовується","Річна","","","","","","",""
"Споживання населенням продуктів харчування у розрахунку на одну особу","Київ","Овочі та баштанні продовольчі культури","Не застосовується","Річна","","","","","","",""
"Споживання населенням продуктів харчування у розрахунку на одну особу","Севастополь","Риба та рибні продукти","Не застосовується","Річна","","","","","","",""
"Споживання населенням продуктів харчування у розрахунку на одну особу","Севастополь","Плоди, ягоди та виноград","Не застосовується","Річна","","","","","","",""
"Споживання населенням продуктів харчування у розрахунку на одну особу","Севастополь","М'ясо та м'ясні продукти","Не застосовується","Річна","","","","","","",""
"Споживання населенням продуктів харчування у розрахунку на одну особу","Севастополь","Овочі та баштанні продовольчі культури","Не застосовується","Річна","","","","","","",""
"Надходження, усього ресурсів","Україна","Яловичина і телятина","Не застосовується","Річна","","","","","383","365","329"
"Надходження, усього ресурсів","Україна","Культури зернові та зернобобові","Не застосовується","Річна","","","","","79939","72327","71429"
"Надходження, усього ресурсів","Україна","Яйця","Не застосовується","Річна","","","","","963","939","820"
"Надходження, усього ресурсів","Україна","Риба та рибні продукти","Не застосовується","Річна","","","","","545","537","568"
"Надходження, усього ресурсів","Україна","Плоди, ягоди та виноград","Не застосовується","Річна","","","","","3613","3310","3507"
"Надходження, усього ресурсів","Україна","М'ясо та м'ясні продукти","Не застосовується","Річна","","","","","2749","2723","2706"
"Надходження, усього ресурсів","Україна","Інші види м'яса","Не застосовується","Річна","","","","","39","34","36"
"Надходження, усього ресурсів","Україна","Молоко та молочні продукти","Не застосовується","Річна","","","","","10001","9784","9521"
"Надходження, усього ресурсів","Україна","Олія","Не застосовується","Річна","","","","","7174","7783","6168"
"Надходження, усього ресурсів","Україна","Свинина","Не застосовується","Річна","","","","","812","797","837"
"Надходження, усього ресурсів","Україна","Картопля","Не застосовується","Річна","","","","","21789","20812","21080"
"Надходження, усього ресурсів","Україна","М'ясо птиці","Не застосовується","Річна","","","","","1515","1527","1504"
"Надходження, усього ресурсів","Україна","Цукор","Не застосовується","Річна","","","","","1525","1386","1273"
"Надходження, усього ресурсів","Україна","Овочі та баштанні продовольчі культури","Не застосовується","Річна","","","","","10106","10003","10116"
"Надходження, імпорт","Україна","Ячмінь","Не застосовується","Річна","","","","","28","31","55"
"Надходження, імпорт","Україна","Яловичина і телятина","Не застосовується","Річна","","","","","14","18","17"
"Надходження, імпорт","Україна","Культури зернові та зернобобові","Не застосовується","Річна","","","","","291","352","377"
"Надходження, імпорт","Україна","Кукурудза","Не застосовується","Річна","","","","","36","25","29"
"Надходження, імпорт","Україна","Яйця","Не застосовується","Річна","","","","","5","4","4"
"Надходження, імпорт","Україна","Риба та рибні продукти","Не застосовується","Річна","","","","","417","424","461"
"Надходження, імпорт","Україна","Плоди, ягоди та виноград","Не застосовується","Річна","","","","","1052","1150","1183"
"Надходження, імпорт","Україна","М'ясо та м'ясні продукти","Не застосовується","Річна","","","","","261","230","260"
"Надходження, імпорт","Україна","Інші види м'яса","Не застосовується","Річна","","","","","6","3","6"
"Надходження, імпорт","Україна","Молоко та молочні продукти","Не застосовується","Річна","","","","","337","691","781"
"Надходження, імпорт","Україна","Олія","Не застосовується","Річна","","","","","250","245","289"
"Надходження, імпорт","Україна","Свинина","Не застосовується","Річна","","","","","105","96","110"
"Надходження, імпорт","Україна","Картопля","Не застосовується","Річна","","","","","278","325","252"
"Надходження, імпорт","Україна","М'ясо птиці","Не застосовується","Річна","","","","","136","113","127"
"Надходження, імпорт","Україна","Ріпак та кольза","Не застосовується","Річна","","","","","9","8","77"
"Надходження, імпорт","Україна","Соя","Не застосовується","Річна","","","","","4","24","1"
"Надходження, імпорт","Україна","Цукор","Не застосовується","Річна","","","","","4","4","168"
"Надходження, імпорт","Україна","Соняшник","Не застосовується","Річна","","","","","33","21","24"
"Надходження, імпорт","Україна","Овочі та баштанні продовольчі культури","Не застосовується","Річна","","","","","313","292","343"
"Надходження, імпорт","Україна","Пшениця","Не застосовується","Річна","","","","","77","125","130"
" Імпорт із країн ЄС","Україна","Ячмінь","Не застосовується","Річна","","","","","1","1","6"
" Імпорт із країн ЄС","Україна","Кукурудза","Не застосовується","Річна","","","","","31","21","17"
" Імпорт із країн ЄС","Україна","Ріпак та кольза","Не застосовується","Річна","","","","","","8","3"
" Імпорт із країн ЄС","Україна","Соя","Не застосовується","Річна","","","","","","0","0"
" Імпорт із країн ЄС","Україна","Соняшник","Не застосовується","Річна","","","","","","5","7"
" Імпорт із країн ЄС","Україна","Пшениця","Не застосовується","Річна","","","","","2","1","2"
"Надходження, виробництво","Україна","Ячмінь","Не застосовується","Річна","","","","","8917","7636","9437"
"Надходження, виробництво","Україна","Яловичина і телятина","Не застосовується","Річна","","","","","370","345","311"
"Надходження, виробництво","Україна","Культури зернові та зернобобові","Не застосовується","Річна","","","","","75143","64933","86010"
"Надходження, виробництво","Україна","Кукурудза","Не застосовується","Річна","","","","","35880","30290","42110"
"Надходження, виробництво","Україна","Яйця","Не застосовується","Річна","","","","","963","934","813"
"Надходження, виробництво","Україна","Риба та рибні продукти","Не застосовується","Річна","","","","","128","118","105"
"Надходження, виробництво","Україна","Плоди, ягоди та виноград","Не застосовується","Річна","","","","","2485","2305","2499"
"Надходження, виробництво","Україна","М'ясо та м'ясні продукти","Не застосовується","Річна","","","","","2492","2478","2438"
"Надходження, виробництво","Україна","Інші види м'яса","Не застосовується","Річна","","","","","33","31","30"
"Надходження, виробництво","Україна","Молоко та молочні продукти","Не застосовується","Річна","","","","","9663","9264","8714"
"Надходження, виробництво","Україна","Олія","Не застосовується","Річна","","","","","6894","7549","5968"
"Надходження, виробництво","Україна","Свинина","Не застосовується","Річна","","","","","708","697","724"
"Надходження, виробництво","Україна","Картопля","Не застосовується","Річна","","","","","20269","20838","21356"
"Надходження, виробництво","Україна","М'ясо птиці","Не застосовується","Річна","","","","","1381","1405","1373"
"Надходження, виробництво","Україна","Ріпак та кольза","Не застосовується","Річна","","","","","3280","2557","2939"
"Надходження, виробництво","Україна","Соя","Не застосовується","Річна","","","","","3699","2798","3493"
"Надходження, виробництво","Україна","Цукор","Не застосовується","Річна","","","","","1490","1022","1416"
"Надходження, виробництво","Україна","Соняшник","Не застосовується","Річна","","","","","15254","13110","16392"
"Надходження, виробництво","Україна","Овочі та баштанні продовольчі культури","Не застосовується","Річна","","","","","10244","10148","10438"
"Надходження, виробництво","Україна","Пшениця","Не застосовується","Річна","","","","","28370","24877","32151"
"Надходження, зміна запасів на кінець року","Україна","Ячмінь","Не застосовується","Річна","","","","","518","-702","474"
"Надходження, зміна запасів на кінець року","Україна","Яловичина і телятина","Не застосовується","Річна","","","","","1","-2","-1"
"Надходження, зміна запасів на кінець року","Україна","Культури зернові та зернобобові","Не застосовується","Річна","","","","","-4505","-7042","14958"
"Надходження, зміна запасів на кінець року","Україна","Кукурудза","Не застосовується","Річна","","","","","-4076","-4821","9841"
"Надходження, зміна запасів на кінець року","Україна","Яйця","Не застосовується","Річна","","","","","5","-1","-3"
"Надходження, зміна запасів на кінець року","Україна","Риба та рибні продукти","Не застосовується","Річна","","","","","0","5","-2"
"Надходження, зміна запасів на кінець року","Україна","Плоди, ягоди та виноград","Не застосовується","Річна","","","","","-76","145","175"
"Надходження, зміна запасів на кінець року","Україна","М'ясо та м'ясні продукти","Не застосовується","Річна","","","","","4","-15","-8"
"Надходження, зміна запасів на кінець року","Україна","Інші види м'яса","Не застосовується","Річна","","","","","0","0","0"
"Надходження, зміна запасів на кінець року","Україна","Молоко та молочні продукти","Не застосовується","Річна","","","","","-1","171","-26"
"Надходження, зміна запасів на кінець року","Україна","Олія","Не застосовується","Річна","","","","","-30","11","89"
"Надходження, зміна запасів на кінець року","Україна","Свинина","Не застосовується","Річна","","","","","1","-4","-3"
"Надходження, зміна запасів на кінець року","Україна","Картопля","Не застосовується","Річна","","","","","-1242","351","528"
"Надходження, зміна запасів на кінець року","Україна","М'ясо птиці","Не застосовується","Річна","","","","","2","-9","-4"
"Надходження, зміна запасів на кінець року","Україна","Ріпак та кольза","Не застосовується","Річна","","","","","-228","-143","-78"
"Надходження, зміна запасів на кінець року","Україна","Соя","Не застосовується","Річна","","","","","-1673","-442","892"
"Надходження, зміна запасів на кінець року","Україна","Цукор","Не застосовується","Річна","","","","","-31","-360","311"
"Надходження, зміна запасів на кінець року","Україна","Соняшник","Не застосовується","Річна","","","","","825","-1987","3989"
"Надходження, зміна запасів на кінець року","Україна","Овочі та баштанні продовольчі культури","Не застосовується","Річна","","","","","451","437","665"
"Надходження, зміна запасів на кінець року","Україна","Пшениця","Не застосовується","Річна","","","","","-922","-1655","4489"
"Запаси на початок року","Україна","Ячмінь","Не застосовується","Річна","","","","","2631","3149","2447"
"Запаси на початок року","Україна","Кукурудза","Не застосовується","Річна","","","","","21800","17724","12903"
"Запаси на початок року","Україна","Ріпак та кольза","Не застосовується","Річна","","","","","560","332","189"
"Запаси на початок року","Україна","Соя","Не застосовується","Річна","","","","","3355","1682","1240"
"Запаси на початок року","Україна","Соняшник","Не застосовується","Річна","","","","","6697","7522","5535"
"Запаси на початок року","Україна","Пшениця","Не застосовується","Річна","","","","","9317","8395","6740"
"Запаси на кінець року","Україна","Ячмінь","Не застосовується","Річна","","","","","3149","2447","2921"
"Запаси на кінець року","Україна","Кукурудза","Не застосовується","Річна","","","","","17724","12903","22744"
"Запаси на кінець року","Україна","Ріпак та кольза","Не застосовується","Річна","","","","","332","189","111"
"Запаси на кінець року","Україна","Соя","Не застосовується","Річна","","","","","1682","1240","2132"
"Запаси на кінець року","Україна","Соняшник","Не застосовується","Річна","","","","","7522","5535","9524"
"Запаси на кінець року","Україна","Пшениця","Не застосовується","Річна","","","","","8395","6740","11229"
"Промисловий біоетанол або біопаливо","Україна","Ячмінь","Не застосовується","Річна","","","","","","",""
"Промисловий біоетанол або біопаливо","Україна","Кукурудза","Не застосовується","Річна","","","","","","",""
"Промисловий біоетанол або біопаливо","Україна","Пшениця","Не застосовується","Річна","","","","","","",""
"Перероблено","Україна","Ріпак та кольза","Не застосовується","Річна","","","","","318","288","388"
"Перероблено","Україна","Соя","Не застосовується","Річна","","","","","1475","1266","1295"
"Перероблено","Україна","Соняшник","Не застосовується","Річна","","","","","13770","14764","12119"
"Постачання, всього","Україна","Ячмінь","Не застосовується","Річна","","","","","11576","10816","11939"
"Постачання, всього","Україна","Кукурудза","Не застосовується","Річна","","","","","57716","48039","55042"
"Постачання, всього","Україна","Ріпак та кольза","Не застосовується","Річна","","","","","3849","2897","3205"
"Постачання, всього","Україна","Соя","Не застосовується","Річна","","","","","7058","4504","4734"
"Постачання, всього","Україна","Соняшник","Не застосовується","Річна","","","","","21984","20653","21951"
"Постачання, всього","Україна","Пшениця","Не застосовується","Річна","","","","","37764","33397","39021"
"Використання, всього","Україна","Ячмінь","Не застосовується","Річна","","","","","11576","10816","11939"
"Використання, всього","Україна","Кукурудза","Не застосовується","Річна","","","","","57716","48039","55042"
"Використання, всього","Україна","Ріпак та кольза","Не застосовується","Річна","","","","","3849","2897","3205"
"Використання, всього","Україна","Соя","Не застосовується","Річна","","","","","7058","4504","4734"
"Використання, всього","Україна","Соняшник","Не застосовується","Річна","","","","","21984","20653","21951"
"Використання, всього","Україна","Пшениця","Не застосовується","Річна","","","","","37764","33397","39021"
"Використання, для харчового споживання  населенням","Україна","Ячмінь","Не застосовується","Річна","","","","","60","159","205"
"Використання, для харчового споживання  населенням","Україна","Яловичина і телятина","Не застосовується","Річна","","","","","324","337","299"
"Використання, для харчового споживання  населенням","Україна","Культури зернові та зернобобові","Не застосовується","Річна","","","","","5470","5379","5117"
"Використання, для харчового споживання  населенням","Україна","Кукурудза","Не застосовується","Річна","","","","","159","156","158"
"Використання, для харчового споживання  населенням","Україна","Яйця","Не застосовується","Річна","","","","","683","670","650"
"Використання, для харчового споживання  населенням","Україна","Риба та рибні продукти","Не застосовується","Річна","","","","","524","517","548"
"Використання, для харчового споживання  населенням","Україна","Плоди, ягоди та виноград","Не застосовується","Річна","","","","","2469","2357","2440"
"Використання, для харчового споживання  населенням","Україна","М'ясо та м'ясні продукти","Не застосовується","Річна","","","","","2252","2244","2191"
"Використання, для харчового споживання  населенням","Україна","Інші види м'яса","Не застосовується","Річна","","","","","37","32","33"
"Використання, для харчового споживання  населенням","Україна","Молоко та молочні продукти","Не застосовується","Річна","","","","","8428","8430","8337"
"Використання, для харчового споживання  населенням","Україна","Олія","Не застосовується","Річна","","","","","504","512","564"
"Використання, для харчового споживання  населенням","Україна","Свинина","Не застосовується","Річна","","","","","799","786","824"
"Використання, для харчового споживання  населенням","Україна","Картопля","Не застосовується","Річна","","","","","5705","5593","5480"
"Використання, для харчового споживання  населенням","Україна","М'ясо птиці","Не застосовується","Річна","","","","","1092","1089","1035"
"Використання, для харчового споживання  населенням","Україна","Цукор","Не застосовується","Річна","","","","","1212","1161","1181"
"Використання, для харчового споживання  населенням","Україна","Овочі та баштанні продовольчі культури","Не застосовується","Річна","","","","","6924","6846","6866"
"Використання, для харчового споживання  населенням","Україна","Пшениця","Не застосовується","Річна","","","","","4650","4473","4094"
"Використання, експорт","Україна","Ячмінь","Не застосовується","Річна","","","","","4177","5083","5710"
"Використання, експорт","Україна","Яловичина і телятина","Не застосовується","Річна","","","","","58","27","29"
"Використання, експорт","Україна","Культури зернові та зернобобові","Не застосовується","Річна","","","","","57925","52245","51573"
"Використання, експорт","Україна","Кукурудза","Не застосовується","Річна","","","","","32346","27916","24685"
"Використання, експорт","Україна","Яйця","Не застосовується","Річна","","","","","198","192","97"
"Використання, експорт","Україна","Риба та рибні продукти","Не застосовується","Річна","","","","","14","15","15"
"Використання, експорт","Україна","Плоди, ягоди та виноград","Не застосовується","Річна","","","","","433","272","355"
"Використання, експорт","Україна","М'ясо та м'ясні продукти","Не застосовується","Річна","","","","","487","473","509"
"Використання, експорт","Україна","Інші види м'яса","Не застосовується","Річна","","","","","1","1","2"
"Використання, експорт","Україна","Молоко та молочні продукти","Не застосовується","Річна","","","","","593","440","369"
"Використання, експорт","Україна","Олія","Не застосовується","Річна","","","","","6644","7241","5547"
"Використання, експорт","Україна","Свинина","Не застосовується","Річна","","","","","11","10","12"
"Використання, експорт","Україна","Картопля","Не застосовується","Річна","","","","","6","4","33"
"Використання, експорт","Україна","М'ясо птиці","Не застосовується","Річна","","","","","417","435","466"
"Використання, експорт","Україна","Ріпак та кольза","Не застосовується","Річна","","","","","3159","2383","2671"
"Використання, експорт","Україна","Соя","Не застосовується","Річна","","","","","3623","1788","1098"
"Використання, експорт","Україна","Цукор","Не застосовується","Річна","","","","","248","170","37"
"Використання, експорт","Україна","Соняшник","Не застосовується","Річна","","","","","82","188","79"
"Використання, експорт","Україна","Овочі та баштанні продовольчі культури","Не застосовується","Річна","","","","","284","297","276"
"Використання, експорт","Україна","Пшениця","Не застосовується","Річна","","","","","20610","18489","20366"
" Експорт в країни ЄС","Україна","Ячмінь","Не застосовується","Річна","","","","","457","107","117"
" Експорт в країни ЄС","Україна","Кукурудза","Не застосовується","Річна","","","","","15049","9270","8095"
" Експорт в країни ЄС","Україна","Ріпак та кольза","Не застосовується","Річна","","","","","","2237","2028"
" Експорт в країни ЄС","Україна","Соя","Не застосовується","Річна","","","","","","511","427"
" Експорт в країни ЄС","Україна","Соняшник","Не застосовується","Річна","","","","","","130","22"
" Експорт в країни ЄС","Україна","Пшениця","Не застосовується","Річна","","","","","617","761","414"
"Використання, на корм","Україна","Ячмінь","Не застосовується","Річна","","","","","3033","2210","2100"
"Використання, на корм","Україна","Яловичина і телятина","Не застосовується","Річна","","","","","1","1","1"
"Використання, на корм","Україна","Культури зернові та зернобобові","Не застосовується","Річна","","","","","11674","10343","9930"
"Використання, на корм","Україна","Кукурудза","Не застосовується","Річна","","","","","6018","5735","5775"
"Використання, на корм","Україна","Яйця","Не застосовується","Річна","","","","","20","19","20"
"Використання, на корм","Україна","Плоди, ягоди та виноград","Не застосовується","Річна","","","","","66","63","65"
"Використання, на корм","Україна","М'ясо та м'ясні продукти","Не застосовується","Річна","","","","","9","5","5"
"Використання, на корм","Україна","Інші види м'яса","Не застосовується","Річна","","","","","1","1","1"
"Використання, на корм","Україна","Молоко та молочні продукти","Не застосовується","Річна","","","","","969","904","805"
"Використання, на корм","Україна","Свинина","Не застосовується","Річна","","","","","2","1","1"
"Використання, на корм","Україна","Картопля","Не застосовується","Річна","","","","","6677","5840","5668"
"Використання, на корм","Україна","М'ясо птиці","Не застосовується","Річна","","","","","5","2","2"
"Використання, на корм","Україна","Цукор","Не застосовується","Річна","","","","","65","55","55"
"Використання, на корм","Україна","Овочі та баштанні продовольчі культури","Не застосовується","Річна","","","","","1535","1512","1552"
"Використання, на корм","Україна","Пшениця","Не застосовується","Річна","","","","","2022","1740","1407"
"Промислове використання -всього","Україна","Ячмінь","Не застосовується","Річна","","","","","421","264","301"
"Промислове використання -всього","Україна","Кукурудза","Не застосовується","Річна","","","","","628","632","753"
"Промислове використання -всього","Україна","Пшениця","Не застосовується","Річна","","","","","217","128","46"
"Використання, втрати","Україна","Ячмінь","Не застосовується","Річна","","","","","160","126","159"
"Використання, втрати","Україна","Яловичина і телятина","Не застосовується","Річна","","","","","0","0","0"
"Використання, втрати","Україна","Культури зернові та зернобобові","Не застосовується","Річна","","","","","1363","1073","1424"
"Використання, втрати","Україна","Кукурудза","Не застосовується","Річна","","","","","642","500","715"
"Використання, втрати","Україна","Яйця","Не застосовується","Річна","","","","","4","3","3"
"Використання, втрати","Україна","Риба та рибні продукти","Не застосовується","Річна","","","","","7","5","5"
"Використання, втрати","Україна","Плоди, ягоди та виноград","Не застосовується","Річна","","","","","165","167","188"
"Використання, втрати","Україна","М'ясо та м'ясні продукти","Не застосовується","Річна","","","","","1","1","1"
"Використання, втрати","Україна","Інші види м'яса","Не застосовується","Річна","","","","","0","0","0"
"Використання, втрати","Україна","Молоко та молочні продукти","Не застосовується","Річна","","","","","11","10","10"
"Використання, втрати","Україна","Свинина","Не застосовується","Річна","","","","","0","0","0"
"Використання, втрати","Україна","Картопля","Не застосовується","Річна","","","","","3130","3067","3663"
"Використання, втрати","Україна","М'ясо птиці","Не застосовується","Річна","","","","","1","1","1"
"Використання, втрати","Україна","Ріпак та кольза","Не застосовується","Річна","","","","","22","17","17"
"Використання, втрати","Україна","Соя","Не застосовується","Річна","","","","","108","62","65"
"Використання, втрати","Україна","Соняшник","Не застосовується","Річна","","","","","540","100","161"
"Використання, втрати","Україна","Овочі та баштанні продовольчі культури","Не застосовується","Річна","","","","","1252","1238","1309"
"Використання, втрати","Україна","Пшениця","Не застосовується","Річна","","","","","508","411","514"
"Використання,  на нехарчові цілі","Україна","Культури зернові та зернобобові","Не застосовується","Річна","","","","","1283","1040","1158"
"Використання,  на нехарчові цілі","Україна","Плоди, ягоди та виноград","Не застосовується","Річна","","","","","480","451","459"
