Культура,Територіальний розріз,2019,2020,2021,2022,2023,Crop,SCOR,Region
Культури зернові та зернобобові,Закарпатська,0.0513,0.0288,0.0594,0.0586,0.0161,Ячмінь,0.04284,Zakarpatska oblast
Культури зернові та зернобобові,Запорізька,0.0059,0.0068,0.0105,0.0232,0.0065,Ячмінь,0.010579999999999999,Zaporizka oblast
Культури зернові та зернобобові,Івано-Франківська,0.0439,0.0393,0.0439,0.0567,0.0495,Ячмінь,0.04666,Ivano-Frankivska oblast
Культури зернові та зернобобові,Київська,0.0331,0.0308,0.0334,0.0518,0.0377,Ячмінь,0.037360000000000004,Kyivska oblast
Культури зернові та зернобобові,Кіровоградська,0.0225,0.0196,0.0164,0.0411,0.0302,Ячмінь,0.02596,Kirovohradska oblast
Культури зернові та зернобобові,Луганська,0.0052,0.0067,0.0018,0.0029,,Ячмінь,0.00415,Luhanska oblast
Культури зернові та зернобобові,Львівська,0.0416,0.0478,0.0416,0.0561,0.046,Ячмінь,0.046619999999999995,Lvivska oblast
Культури зернові та зернобобові,Миколаївська,0.0072,0.0054,0.005,0.0265,0.0108,Ячмінь,0.01098,Mykolaivska oblast
Культури зернові та зернобобові,Одеська,0.0046,0.0027,0.0035,0.0243,0.0126,Ячмінь,0.00954,Odeska oblast
Культури зернові та зернобобові,Полтавська,0.0251,0.0258,0.0241,0.044,0.0342,Ячмінь,0.03064,Poltavska oblast
Культури зернові та зернобобові,Рівненська,0.039,0.0442,0.0443,0.0614,0.0515,Ячмінь,0.04808,Rivnenska oblast
Культури зернові та зернобобові,Сумська,0.0361,0.0388,0.0381,0.0505,0.036,Ячмінь,0.0399,Sumska oblast
Культури зернові та зернобобові,Тернопільська,0.0388,0.0365,0.0362,0.0525,0.046,Ячмінь,0.042,Ternopilska oblast
Культури зернові та зернобобові,Харківська,0.0176,0.0154,0.0111,0.0382,0.0298,Ячмінь,0.022420000000000002,Kharkivska oblast
Культури зернові та зернобобові,Херсонська,0.0146,0.0097,0.0133,0.0218,0.0053,Ячмінь,0.012940000000000002,Khersonska oblast
Культури зернові та зернобобові,Хмельницька,0.0382,0.0393,0.0307,0.0596,0.0404,Ячмінь,0.041639999999999996,Khmelnytska oblast
Культури зернові та зернобобові,Черкаська,0.0318,0.0341,0.0299,0.051,0.0381,Ячмінь,0.03698,Cherkaska oblast
Культури зернові та зернобобові,Чернівецька,0.035,0.0279,0.031,0.0575,0.0478,Ячмінь,0.03984,Chernivetska oblast
Культури зернові та зернобобові,Чернігівська,0.0338,0.0404,0.0481,0.0512,0.0362,Ячмінь,0.04194,Chernihivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Вінницька,0.0,0.0,0.0,0.0,0.3064,Картопля,0.06128,Vinnytska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Волинська,0.0095,0.0,0.0,0.0,,Картопля,0.002375,Volynska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Дніпропетровська,0.0335,0.0459,0.0332,0.0259,0.0399,Картопля,0.03568,Dnipropetrovska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Донецька,0.0,,0.0,,,Картопля,0.0,Donetska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Житомирська,0.0691,0.0677,0.0684,0.04,0.0522,Картопля,0.05948,Zhytomyrska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Закарпатська,,,,,,Картопля,,Zakarpatska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Запорізька,,,0.0,,,Картопля,0.0,Zaporizka oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Івано-Франківська,0.0,0.0,0.0,0.0,0.0,Картопля,0.0,Ivano-Frankivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Київська,0.0469,0.0396,0.04,0.0259,0.0179,Картопля,0.03406,Kyivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Кіровоградська,,,,,,Картопля,,Kirovohradska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Луганська,,,,,,Картопля,,Luhanska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Львівська,0.0404,0.0574,0.0634,0.0943,0.0729,Картопля,0.06568,Lvivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Миколаївська,0.0,0.0,0.0,,,Картопля,0.0,Mykolaivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Одеська,,0.5063,0.0,0.0,0.0,Картопля,0.126575,Odeska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Полтавська,0.0095,0.0178,0.0259,0.0259,0.0094,Картопля,0.0177,Poltavska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Рівненська,0.0,0.0,0.0,0.0,0.0,Картопля,0.0,Rivnenska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Сумська,,0.6698,,0.6959,0.0,Картопля,0.4552333333333333,Sumska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Тернопільська,0.0095,0.0178,0.0094,0.0259,0.0258,Картопля,0.017679999999999998,Ternopilska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Харківська,,,0.0,,,Картопля,0.0,Kharkivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Херсонська,0.0262,0.0328,0.0464,,,Картопля,0.03513333333333333,Khersonska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Хмельницька,0.0,0.0,0.0,0.0,0.0,Картопля,0.0,Khmelnytska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Черкаська,0.0262,0.0093,0.018,0.0094,0.0094,Картопля,0.014460000000000004,Cherkaska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Чернівецька,,,,,,Картопля,,Chernivetska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Чернігівська,0.0953,0.0813,0.1208,0.0634,0.0522,Картопля,0.0826,Chernihivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Вінницька,0.4115,0.4045,0.4906,0.5103,0.4089,Картопля,0.44516,Vinnytska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Волинська,0.6287,0.6567,0.6541,0.6648,,Картопля,0.6510750000000001,Volynska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Дніпропетровська,0.9007,0.9213,0.9171,0.8699,0.8972,Картопля,0.9012399999999999,Dnipropetrovska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Донецька,0.6276,,0.7289,,,Картопля,0.67825,Donetska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Житомирська,0.9292,0.9114,0.9057,0.8862,0.8942,Картопля,0.90534,Zhytomyrska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Закарпатська,,,,,,Картопля,,Zakarpatska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Запорізька,,,0.5023,,,Картопля,0.5023,Zaporizka oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Івано-Франківська,0.6519,0.6103,0.639,0.685,0.6429,Картопля,0.64582,Ivano-Frankivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Київська,0.9206,0.8948,0.9166,0.8618,0.8627,Картопля,0.8913,Kyivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Кіровоградська,,,,,,Картопля,,Kirovohradska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Луганська,,,,,,Картопля,,Luhanska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Львівська,0.9165,0.9024,0.9743,1.0,1.0,Картопля,0.9586400000000002,Lvivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Миколаївська,0.7039,0.72,0.7216,,,Картопля,0.7151666666666667,Mykolaivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Одеська,,0.6112,0.6211,0.6874,0.5736,Картопля,0.623325,Odeska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Полтавська,0.8828,0.8659,0.8593,0.8538,0.8458,Картопля,0.86152,Poltavska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Рівненська,0.5155,0.4382,0.6719,0.6083,0.6281,Картопля,0.5723999999999999,Rivnenska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Сумська,,0.7763,,0.8039,0.7486,Картопля,0.7762666666666668,Sumska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Тернопільська,0.8349,0.6732,0.7053,0.807,0.8752,Картопля,0.77912,Ternopilska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Харківська,,,0.2907,,,Картопля,0.2907,Kharkivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Херсонська,0.801,0.8614,0.8793,,,Картопля,0.8472333333333334,Khersonska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Хмельницька,0.5729,0.6425,0.7022,0.7119,0.7099,Картопля,0.6678799999999999,Khmelnytska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Черкаська,0.9108,0.7629,0.8341,0.7957,0.7734,Картопля,0.81538,Cherkaska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Чернівецька,,,,,,Картопля,,Chernivetska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Чернігівська,1.0,1.0,1.0,0.9358,0.9282,Картопля,0.9728,Chernihivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Вінницька,0.4748,0.4623,0.4464,0.55,0.3064,Картопля,0.4479800000000001,Vinnytska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Волинська,0.6166,0.5931,0.6061,0.562,,Картопля,0.5944499999999999,Volynska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Дніпропетровська,0.5776,0.6002,0.5478,0.5709,0.5878,Картопля,0.57686,Dnipropetrovska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Донецька,0.4695,,0.4828,,,Картопля,0.47614999999999996,Donetska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Житомирська,0.6025,0.591,0.6059,0.5694,0.5964,Картопля,0.59304,Zhytomyrska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Закарпатська,,,,,,Картопля,,Zakarpatska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Запорізька,,,0.3938,,,Картопля,0.3938,Zaporizka oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Івано-Франківська,0.5115,0.5229,0.5975,0.6208,0.603,Картопля,0.57114,Ivano-Frankivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Київська,0.6111,0.6078,0.6,0.5871,0.5504,Картопля,0.59128,Kyivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Кіровоградська,,,,,,Картопля,,Kirovohradska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Луганська,,,,,,Картопля,,Luhanska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Львівська,0.5785,0.5859,0.6013,0.6104,0.5776,Картопля,0.59074,Lvivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Миколаївська,0.4913,0.5555,0.5402,,,Картопля,0.529,Mykolaivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Одеська,,0.5063,0.3956,0.5583,0.4435,Картопля,0.475925,Odeska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Полтавська,0.5703,0.5746,0.557,0.5646,0.5132,Картопля,0.55594,Poltavska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Рівненська,0.4453,0.5374,0.589,0.412,0.3674,Картопля,0.47021999999999997,Rivnenska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Сумська,,0.6698,,0.6959,0.5158,Картопля,0.6271666666666667,Sumska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Тернопільська,0.4731,0.5362,0.5053,0.5733,0.5646,Картопля,0.5305000000000001,Ternopilska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Харківська,,,0.2737,,,Картопля,0.2737,Kharkivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Херсонська,0.5544,0.5727,0.6208,,,Картопля,0.5826333333333333,Khersonska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Хмельницька,0.554,0.5252,0.5283,0.4863,0.5482,Картопля,0.5284000000000001,Khmelnytska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Черкаська,0.5703,0.5014,0.5811,0.5372,0.5404,Картопля,0.54608,Cherkaska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Чернівецька,,,,,,Картопля,,Chernivetska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Чернігівська,0.6212,0.5664,0.6231,0.559,0.5627,Картопля,0.58648,Chernihivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Вінницька,0.4814,0.4858,0.4906,0.6345,0.3064,Картопля,0.47973999999999994,Vinnytska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Волинська,0.618,0.5964,0.6111,0.5901,,Картопля,0.6039,Volynska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Дніпропетровська,0.5868,0.6027,0.5508,0.5733,0.5929,Картопля,0.5813,Dnipropetrovska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Донецька,0.4806,,0.4828,,,Картопля,0.4817,Donetska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Житомирська,0.6032,0.5966,0.6117,0.5788,0.5973,Картопля,0.59752,Zhytomyrska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Закарпатська,,,,,,Картопля,,Zakarpatska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Запорізька,,,0.4992,,,Картопля,0.4992,Zaporizka oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Івано-Франківська,0.5126,0.5229,0.5995,0.6208,0.6133,Картопля,0.5738199999999999,Ivano-Frankivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Київська,0.617,0.6103,0.6016,0.5957,0.564,Картопля,0.59772,Kyivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Кіровоградська,,,,,,Картопля,,Kirovohradska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Луганська,,,,,,Картопля,,Luhanska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Львівська,0.5794,0.5859,0.6022,0.6108,0.5821,Картопля,0.59208,Lvivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Миколаївська,0.4822,0.5374,0.5415,,,Картопля,0.5203666666666668,Mykolaivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Одеська,,0.5063,0.4042,0.5753,0.4647,Картопля,0.487625,Odeska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Полтавська,0.577,0.5783,0.5892,0.5896,0.5474,Картопля,0.5763,Poltavska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Рівненська,0.4464,0.5476,0.5991,0.4474,0.3764,Картопля,0.4833799999999999,Rivnenska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Сумська,,0.6698,,0.6959,0.5169,Картопля,0.6275333333333334,Sumska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Тернопільська,0.4756,0.5362,0.5427,0.5736,0.5668,Картопля,0.5389799999999999,Ternopilska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Харківська,,,0.4166,,,Картопля,0.4166,Kharkivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Херсонська,0.5555,0.5713,0.6218,,,Картопля,0.5828666666666668,Khersonska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Хмельницька,0.5618,0.5417,0.5342,0.5249,0.5522,Картопля,0.54296,Khmelnytska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Черкаська,0.6132,0.5637,0.5825,0.5389,0.542,Картопля,0.56806,Cherkaska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Чернівецька,,,,,,Картопля,,Chernivetska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Чернігівська,0.6284,0.5738,0.631,0.573,0.5686,Картопля,0.59496,Chernihivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Вінницька,0.0787,0.0581,0.0789,0.0691,0.0516,Картопля,0.06727999999999999,Vinnytska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Волинська,0.1628,0.1677,0.1517,0.156,,Картопля,0.15955,Volynska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Дніпропетровська,0.2136,0.2208,0.1833,0.2017,0.2114,Картопля,0.20615999999999998,Dnipropetrovska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Донецька,0.1298,,0.2424,,,Картопля,0.1861,Donetska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Житомирська,0.1703,0.1779,0.171,0.1711,0.1918,Картопля,0.17642,Zhytomyrska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Закарпатська,,,,,,Картопля,,Zakarpatska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Запорізька,,,0.168,,,Картопля,0.168,Zaporizka oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Івано-Франківська,0.2077,0.1801,0.2046,0.2162,0.203,Картопля,0.20232,Ivano-Frankivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Київська,0.2184,0.2251,0.2284,0.2107,0.2262,Картопля,0.22176,Kyivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Кіровоградська,,,,,,Картопля,,Kirovohradska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Луганська,,,,,,Картопля,,Luhanska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Львівська,0.2027,0.1889,0.2312,0.2114,0.2182,Картопля,0.21048,Lvivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Миколаївська,0.2227,0.2592,0.2152,,,Картопля,0.2323666666666667,Mykolaivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Одеська,,0.1762,0.1558,0.2205,0.1404,Картопля,0.173225,Odeska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Полтавська,0.2722,0.258,0.2312,0.234,0.2214,Картопля,0.24335999999999997,Poltavska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Рівненська,0.1097,0.064,0.1903,0.1262,0.1817,Картопля,0.13438,Rivnenska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Сумська,,0.2294,,0.2082,0.1869,Картопля,0.2081666666666667,Sumska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Тернопільська,0.1524,0.0606,0.0926,0.1862,0.2161,Картопля,0.14157999999999998,Ternopilska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Харківська,,,0.0199,,,Картопля,0.0199,Kharkivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Херсонська,0.1458,0.206,0.1993,,,Картопля,0.1837,Khersonska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Хмельницька,0.1445,0.1775,0.2014,0.1742,0.2131,Картопля,0.18214000000000002,Khmelnytska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Черкаська,0.2392,0.152,0.217,0.1835,0.1855,Картопля,0.19544,Cherkaska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Чернівецька,,,,,,Картопля,,Chernivetska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Чернігівська,0.2071,0.204,0.1871,0.1599,0.1742,Картопля,0.18646000000000001,Chernihivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Вінницька,0.0848,0.0622,0.1047,0.1085,0.0681,Картопля,0.08565999999999999,Vinnytska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Волинська,0.1653,0.1823,0.1556,0.1621,,Картопля,0.166325,Volynska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Дніпропетровська,0.2241,0.2235,0.1863,0.2046,0.215,Картопля,0.21070000000000003,Dnipropetrovska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Донецька,0.1371,,0.2424,,,Картопля,0.18975,Donetska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Житомирська,0.1712,0.1827,0.1752,0.1784,0.1924,Картопля,0.17998,Zhytomyrska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Закарпатська,,,,,,Картопля,,Zakarpatska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Запорізька,,,0.1727,,,Картопля,0.1727,Zaporizka oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Івано-Франківська,0.2086,0.1801,0.2065,0.2162,0.203,Картопля,0.20288000000000003,Ivano-Frankivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Київська,0.2231,0.227,0.2292,0.2174,0.2365,Картопля,0.22664,Kyivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Кіровоградська,,,,,,Картопля,,Kirovohradska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Луганська,,,,,,Картопля,,Luhanska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Львівська,0.2052,0.1887,0.232,0.2118,0.2205,Картопля,0.21164,Lvivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Миколаївська,0.2139,0.248,0.2136,,,Картопля,0.22516666666666665,Mykolaivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Одеська,,0.182,0.1627,0.2316,0.1766,Картопля,0.188225,Odeska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Полтавська,0.2751,0.2634,0.2595,0.2567,0.2492,Картопля,0.26078,Poltavska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Рівненська,0.1164,0.0748,0.1973,0.1418,0.1896,Картопля,0.14398,Rivnenska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Сумська,,0.2297,,0.2085,0.1871,Картопля,0.20843333333333333,Sumska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Тернопільська,0.1526,0.1011,0.1146,0.1872,0.2185,Картопля,0.1548,Ternopilska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Харківська,,,0.0671,,,Картопля,0.0671,Kharkivska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Херсонська,0.161,0.2066,0.2043,,,Картопля,0.19063333333333335,Khersonska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Хмельницька,0.1506,0.1814,0.2062,0.1943,0.2149,Картопля,0.18948,Khmelnytska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Черкаська,0.2398,0.2058,0.219,0.1854,0.1872,Картопля,0.20743999999999999,Cherkaska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Чернівецька,,,,,,Картопля,,Chernivetska oblast
Коренеплоди та бульби їстівні з високим вмістом крохмалю та інуліну,Чернігівська,0.2138,0.2093,0.1947,0.1692,0.1756,Картопля,0.19252,Chernihivska oblast
