"Показник","Територіальний розріз","Категорія розрізу","Розріз","Стать","Тип домогосподарства","Періодичність","2019","2019-Q1","2019-M01","2019-M02","2019-M03","2019-Q2","2019-M04","2019-M05","2019-M06","2019-Q3","2019-M07","2019-M08","2019-M09","2019-Q4","2019-M10","2019-M11","2019-M12","2020","2020-Q1","2020-M01","2020-M02","2020-M03","2020-Q2","2020-M04","2020-M05","2020-M06","2020-Q3","2020-M07","2020-M08","2020-M09","2020-Q4","2020-M10","2020-M11","2020-M12","2021","2021-Q1","2021-M01","2021-M02","2021-M03","2021-Q2","2021-M04","2021-M05","2021-M06","2021-Q3","2021-M07","2021-M08","2021-M09","2021-Q4","2021-M10","2021-M11","2021-M12"
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Слива","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","4","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","22","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Слива","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","6","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Слива","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","6","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Слива","Не застосовується","Загалом","Річна","4","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","19","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Малина й ожина","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","23","","","","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Малина й ожина","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","28","","","","","","","","","","","","","","","","","22","","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Малина й ожина","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","38","","","","","","","","","","","","","","","","","28","","","","","","","","","","","","","","","","","16","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Малина й ожина","Не застосовується","Загалом","Річна","26","","","","","","","","","","","","","","","","","16","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Суниця, полуниця","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","38","","","","","","","","","","","","","","","","","36","","","","","","","","","","","","","","","","","32","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Суниця, полуниця","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","40","","","","","","","","","","","","","","","","","41","","","","","","","","","","","","","","","","","54","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Суниця, полуниця","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","20","","","","","","","","","","","","","","","","","31","","","","","","","","","","","","","","","","","18","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Суниця, полуниця","Не застосовується","Загалом","Річна","36","","","","","","","","","","","","","","","","","36","","","","","","","","","","","","","","","","","33","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Смородина","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","3","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Смородина","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","4","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Смородина","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","6","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Смородина","Не застосовується","Загалом","Річна","4","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Аґрус","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","1","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Аґрус","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","1","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Аґрус","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","1","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Аґрус","Не застосовується","Загалом","Річна","1","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Горіх","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","3","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Горіх","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","9","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Горіх","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","8","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Горіх","Не застосовується","Загалом","Річна","4","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Виноград","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","236","","","","","","","","","","","","","","","","","274","","","","","","","","","","","","","","","","","183","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Виноград","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","384","","","","","","","","","","","","","","","","","415","","","","","","","","","","","","","","","","","348","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Виноград","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","532","","","","","","","","","","","","","","","","","689","","","","","","","","","","","","","","","","","563","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Одеська","Вид сільськогосподарських культур","Виноград","Не застосовується","Загалом","Річна","296","","","","","","","","","","","","","","","","","349","","","","","","","","","","","","","","","","","261","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Яблуня","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","31","","","","","","","","","","","","","","","","","31","","","","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Яблуня","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","43","","","","","","","","","","","","","","","","","42","","","","","","","","","","","","","","","","","35","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Яблуня","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","36","","","","","","","","","","","","","","","","","34","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Яблуня","Не застосовується","Загалом","Річна","33","","","","","","","","","","","","","","","","","32","","","","","","","","","","","","","","","","","32","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Груша","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","7","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Груша","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","6","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Груша","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","8","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Груша","Не застосовується","Загалом","Річна","7","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Абрикос","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","10","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Абрикос","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","11","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Абрикос","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","15","","","","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Абрикос","Не застосовується","Загалом","Річна","11","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Вишня","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","16","","","","","","","","","","","","","","","","","17","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Вишня","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","23","","","","","","","","","","","","","","","","","21","","","","","","","","","","","","","","","","","22","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Вишня","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","28","","","","","","","","","","","","","","","","","21","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Вишня","Не застосовується","Загалом","Річна","20","","","","","","","","","","","","","","","","","19","","","","","","","","","","","","","","","","","16","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Черешня","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","5","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Черешня","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","7","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Черешня","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","9","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Черешня","Не застосовується","Загалом","Річна","6","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Слива","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","9","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Слива","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","14","","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Слива","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","17","","","","","","","","","","","","","","","","","17","","","","","","","","","","","","","","","","","18","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Слива","Не застосовується","Загалом","Річна","12","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Малина й ожина","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","67","","","","","","","","","","","","","","","","","79","","","","","","","","","","","","","","","","","61","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Малина й ожина","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","93","","","","","","","","","","","","","","","","","93","","","","","","","","","","","","","","","","","97","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Малина й ожина","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","80","","","","","","","","","","","","","","","","","78","","","","","","","","","","","","","","","","","113","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Малина й ожина","Не застосовується","Загалом","Річна","77","","","","","","","","","","","","","","","","","82","","","","","","","","","","","","","","","","","81","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Суниця, полуниця","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","64","","","","","","","","","","","","","","","","","36","","","","","","","","","","","","","","","","","45","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Суниця, полуниця","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","115","","","","","","","","","","","","","","","","","108","","","","","","","","","","","","","","","","","105","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Суниця, полуниця","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","113","","","","","","","","","","","","","","","","","129","","","","","","","","","","","","","","","","","79","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Суниця, полуниця","Не застосовується","Загалом","Річна","88","","","","","","","","","","","","","","","","","74","","","","","","","","","","","","","","","","","67","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Смородина","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","6","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Смородина","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","11","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Смородина","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","12","","","","","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","17","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Смородина","Не застосовується","Загалом","Річна","8","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Аґрус","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","2","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Аґрус","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","2","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Аґрус","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","5","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Аґрус","Не застосовується","Загалом","Річна","3","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Горіх","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","8","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Горіх","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","10","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Горіх","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","7","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Горіх","Не застосовується","Загалом","Річна","8","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Виноград","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","7","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Виноград","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","8","","","","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Виноград","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","16","","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","","","","","16","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Полтавська","Вид сільськогосподарських культур","Виноград","Не застосовується","Загалом","Річна","9","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Рівненська","Вид сільськогосподарських культур","Яблуня","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","19","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","27","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Рівненська","Вид сільськогосподарських культур","Яблуня","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","20","","","","","","","","","","","","","","","","","18","","","","","","","","","","","","","","","","","24","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Рівненська","Вид сільськогосподарських культур","Яблуня","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","29","","","","","","","","","","","","","","","","","35","","","","","","","","","","","","","","","","","36","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Рівненська","Вид сільськогосподарських культур","Яблуня","Не застосовується","Загалом","Річна","25","","","","","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","31","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Рівненська","Вид сільськогосподарських культур","Груша","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","7","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Рівненська","Вид сільськогосподарських культур","Груша","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","6","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Рівненська","Вид сільськогосподарських культур","Груша","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","6","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Рівненська","Вид сільськогосподарських культур","Груша","Не застосовується","Загалом","Річна","6","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Рівненська","Вид сільськогосподарських культур","Абрикос","Не застосовується","Домогосподарства з площею землі 0,5 га і менше","Річна","3","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Рівненська","Вид сільськогосподарських культур","Абрикос","Не застосовується","Домогосподарства з площею землі 0,51–1,00 га","Річна","6","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Рівненська","Вид сільськогосподарських культур","Абрикос","Не застосовується","Домогосподарства з площею землі 1,01 га і більше","Річна","6","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","",""
"Кількість плодово-ягідних насаджень у розрахунку на 10 домогосподарств","Рівненська","Вид сільськогосподарських культур","Абрикос","Не застосовується","Загалом","Річна","5","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","",""
