"Показник","Територіальний розріз","Вид сільськогосподарської продукції","Періодичність","2021-M01","2021-M02","2021-M03","2021-M04","2021-M05","2021-M06","2021-M07","2021-M08","2021-M09","2021-M10","2021-M11","2021-M12","2022-M01","2022-M02"
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Житомирська","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Житомирська","Насіння соняшнику","Місячна","","","","","","","","","","","","245","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Житомирська","Боби сої","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Житомирська","Пшениця","Місячна","","","","","","","","8426","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Закарпатська","Ячмінь","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Закарпатська","Культури зернові та зернобобові","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Закарпатська","Кукурудза","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Закарпатська","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Закарпатська","Насіння соняшнику","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Закарпатська","Боби сої","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Закарпатська","Пшениця","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Запорізька","Ячмінь","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Запорізька","Культури зернові та зернобобові","Місячна","8003","16808","25277","34351","41353","46349","54348","61965","70197","76878","82612","86208","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Запорізька","Кукурудза","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Запорізька","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Запорізька","Насіння соняшнику","Місячна","137155","256700","380380","471525","550802","631554","654189","655106","762915","915753","1085737","1242233","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Запорізька","Боби сої","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Запорізька","Пшениця","Місячна","6394","13860","21079","29267","35795","40342","47895","54985","62587","68657","73386","76210","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Івано-Франківська","Ячмінь","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Івано-Франківська","Культури зернові та зернобобові","Місячна","3753","8935","14822","21563","26962","32963","39478","44765","50326","55638","60983","66491","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Івано-Франківська","Кукурудза","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Івано-Франківська","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Івано-Франківська","Насіння соняшнику","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Івано-Франківська","Боби сої","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Івано-Франківська","Пшениця","Місячна","2919","6872","10887","15037","18812","22928","26326","30098","34230","37966","41631","45066","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Київська","Ячмінь","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Київська","Культури зернові та зернобобові","Місячна","45936","90878","141054","190391","240686","286983","330122","371982","417113","453994","498234","542259","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Київська","Кукурудза","Місячна","33187","64914","101173","136069","170855","200580","227736","252869","283270","310145","343051","374933","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Київська","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Київська","Насіння соняшнику","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Київська","Боби сої","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Київська","Пшениця","Місячна","9753","20023","30568","41494","53733","66604","82563","98393","109331","117103","125832","134039","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Кіровоградська","Ячмінь","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Кіровоградська","Культури зернові та зернобобові","Місячна","","326","573","747","777","806","821","1040","1222","1833","2152","2839","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Кіровоградська","Кукурудза","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Кіровоградська","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Кіровоградська","Насіння соняшнику","Місячна","144963","253161","416294","581212","652374","706855","775394","807066","923806","1097301","1272751","1409671","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Кіровоградська","Боби сої","Місячна","8401","18478","30180","44088","56968","70188","79453","79453","90759","91717","123754","139396","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Кіровоградська","Пшениця","Місячна","","","270","404","414","424","438","656","766","1346","1663","2182","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Луганська","Ячмінь","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Луганська","Культури зернові та зернобобові","Місячна","","3180","5411","7582","8885","10049","13474","16060","18925","21559","25245","29252","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Луганська","Кукурудза","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Луганська","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Луганська","Насіння соняшнику","Місячна","","","24041","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Луганська","Боби сої","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Луганська","Пшениця","Місячна","","","","6003","6754","7625","10541","12848","15282","17157","19681","22144","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Львівська","Ячмінь","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Львівська","Культури зернові та зернобобові","Місячна","6531","12846","19401","26445","34256","40646","47955","54964","62533","68381","76725","83715","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Львівська","Кукурудза","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Львівська","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Львівська","Насіння соняшнику","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Львівська","Боби сої","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Львівська","Пшениця","Місячна","2842","5617","8640","12287","15980","19292","23202","26952","31427","33957","38729","43035","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Миколаївська","Ячмінь","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Миколаївська","Культури зернові та зернобобові","Місячна","2366","4866","9449","13098","15929","18596","21870","25885","29337","32822","35846","38570","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Миколаївська","Кукурудза","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Миколаївська","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Миколаївська","Насіння соняшнику","Місячна","184666","358316","566751","727014","870186","988432","1006616","1030246","1173325","1346523","1525861","1704629","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Миколаївська","Боби сої","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Миколаївська","Пшениця","Місячна","1934","4020","8093","11220","13384","15470","18124","21637","24664","27781","30329","32575","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Одеська","Ячмінь","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Одеська","Культури зернові та зернобобові","Місячна","","5597","9215","11420","13090","13955","16574","19568","22916","26016","29406","32216","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Одеська","Кукурудза","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Одеська","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Одеська","Насіння соняшнику","Місячна","160531","300323","448344","585264","685383","782565","817590","831888","967997","1188988","1404842","1617498","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Одеська","Боби сої","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Одеська","Пшениця","Місячна","","5597","9215","11420","13090","13955","16574","19568","22916","26016","29406","32216","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Полтавська","Ячмінь","Місячна","469","899","1466","2147","3228","3810","4373","4822","5287","5831","6344","7543","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Полтавська","Культури зернові та зернобобові","Місячна","12174","28461","44820","63327","77966","91160","104594","116225","127352","138972","149651","161522","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Полтавська","Кукурудза","Місячна","6505","15619","24887","33181","38065","42720","46091","49080","52849","57886","63420","69389","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Полтавська","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Полтавська","Насіння соняшнику","Місячна","60304","115586","178725","233998","284135","339215","397196","431206","482892","548078","611259","675525","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Полтавська","Боби сої","Місячна","18974","34818","56408","72985","89086","104672","109683","110774","121412","144433","166318","187317","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Полтавська","Пшениця","Місячна","4738","11022","17312","26326","34847","42653","51922","59781","66323","72160","76483","80756","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Рівненська","Ячмінь","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Рівненська","Культури зернові та зернобобові","Місячна","","7366","12254","16348","20271","23601","25802","30916","35995","40925","46931","52081","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Рівненська","Кукурудза","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Рівненська","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Рівненська","Насіння соняшнику","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Рівненська","Боби сої","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Рівненська","Пшениця","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Сумська","Ячмінь","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Сумська","Культури зернові та зернобобові","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Сумська","Кукурудза","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Сумська","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Сумська","Насіння соняшнику","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Сумська","Боби сої","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Сумська","Пшениця","Місячна","","","","","","","451","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Тернопільська","Ячмінь","Місячна","","","","","","","1903","2158","2284","2304","2366","2479","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Тернопільська","Культури зернові та зернобобові","Місячна","2419","9800","17713","24647","30066","37373","43899","50538","57011","62913","70909","77271","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Тернопільська","Кукурудза","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Тернопільська","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Тернопільська","Насіння соняшнику","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Тернопільська","Боби сої","Місячна","","","602","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Тернопільська","Пшениця","Місячна","1103","3210","5818","8047","10699","13629","16281","20186","24177","26996","29782","32521","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Харківська","Ячмінь","Місячна","4472","8569","13871","19733","25657","32501","38950","44178","51343","56393","57080","63744","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Харківська","Культури зернові та зернобобові","Місячна","23009","49835","83181","119590","153000","185387","213871","249515","283960","315844","341284","367185","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Харківська","Кукурудза","Місячна","548","1309","3004","4684","7058","8157","8819","9228","9896","10595","11234","11860","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Харківська","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Харківська","Насіння соняшнику","Місячна","47094","108337","162153","199663","214165","230581","252284","253029","309608","373378","449617","520825","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Харківська","Боби сої","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Харківська","Пшениця","Місячна","13842","30956","50263","71000","89674","106364","125267","150937","171633","193346","212353","229833","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Херсонська","Ячмінь","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Херсонська","Культури зернові та зернобобові","Місячна","3608","6986","9912","13305","11591","21190","25918","29857","34220","37897","44293","48212","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Херсонська","Кукурудза","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Херсонська","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Херсонська","Насіння соняшнику","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Херсонська","Боби сої","Місячна","","","173","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Херсонська","Пшениця","Місячна","2940","5720","8004","10497","8214","17050","20926","23908","27927","31604","37436","40757","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Хмельницька","Ячмінь","Місячна","13265","30730","51516","76550","103104","110721","110874","112410","127951","148325","167667","184969","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Хмельницька","Культури зернові та зернобобові","Місячна","19426","43397","74118","108641","144475","163534","167748","179506","208151","240973","274843","306190","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Хмельницька","Кукурудза","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Хмельницька","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Хмельницька","Насіння соняшнику","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Хмельницька","Боби сої","Місячна","","","31713","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Хмельницька","Пшениця","Місячна","5250","10257","17713","25227","32024","40134","42988","51929","61684","70753","81264","92604","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Черкаська","Ячмінь","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Черкаська","Культури зернові та зернобобові","Місячна","27925","51501","83917","114148","145564","172157","203272","236651","271485","304818","334315","362950","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Черкаська","Кукурудза","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Черкаська","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Черкаська","Насіння соняшнику","Місячна","10023","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Черкаська","Боби сої","Місячна","","","","","","","","","188051","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Черкаська","Пшениця","Місячна","1444","3755","5895","9507","13256","20544","28323","38298","45198","50057","52116","54157","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Чернівецька","Ячмінь","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Чернівецька","Культури зернові та зернобобові","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Чернівецька","Кукурудза","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Чернівецька","Насіння ріпаку й кользи","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Чернівецька","Насіння соняшнику","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Чернівецька","Боби сої","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Чернівецька","Пшениця","Місячна","","","","","","","","","","","","","",""
"Маса зерна і насіння, переданого на перероблення, у підприємств, які займаються його зберіганням та переробленням","Чернігівська","Ячмінь","Місячна","","","","","","","","","","","","","",""
